reason_code_encoded,evidence_completeness_score,has_invoice,has_shipping_proof,has_proof_of_delivery,has_customer_communication,contradiction_count,contradiction_max_severity,fraud_probability,merchant_historical_win_rate,previous_disputes_won_count,dispute_amount,evidence_quality_score,merchant_won
2,0.5,0,0,1,1,1,3,0.3429,0.8517,41,797.74,0.4265,1
0,1.0,1,1,1,1,0,0,0.3773,0.667,11,3378.56,0.6812,1
0,0.75,1,1,1,0,1,2,0.038,0.8546,40,153.79,0.6697,1
0,0.5,0,1,0,1,0,0,0.1937,0.7856,22,5599.67,0.3541,1
0,0.75,1,0,1,1,0,0,0.032,0.712,28,8198.47,0.6939,1
3,0.75,1,1,0,1,0,0,0.2048,0.7172,42,2493.95,0.5531,1
2,0.75,1,1,0,1,0,0,0.3865,0.5963,0,4404.08,0.597,1
1,1.0,1,1,1,1,0,0,0.3768,0.2921,19,2274.04,0.7727,1
0,0.5,1,0,0,1,0,0,0.0135,0.6116,9,1392.46,0.4753,1
1,0.75,1,1,0,1,2,3,0.2405,0.872,18,730.57,0.5207,0
1,0.5,0,0,1,1,0,0,0.0438,0.4708,22,2655.52,0.424,1
0,0.5,0,1,1,0,0,0,0.0892,0.7443,20,9401.89,0.3499,1
1,1.0,1,1,1,1,0,0,0.2353,0.8086,42,7824.58,0.8967,1
1,1.0,1,1,1,1,0,0,0.1925,0.5842,34,8923.72,0.9668,1
2,0.75,1,1,0,1,0,0,0.0806,0.633,47,11977.66,0.6016,1
2,0.75,1,1,0,1,0,0,0.2536,0.8054,31,732.63,0.6156,1
0,0.75,1,1,1,0,1,0,0.2499,0.6635,9,654.54,0.7309,1
1,1.0,1,1,1,1,0,0,0.0675,0.7633,1,2053.7,0.8323,1
2,0.75,0,1,1,1,0,0,0.2799,0.6412,35,4191.38,0.6155,1
1,0.75,1,1,0,1,0,0,0.2284,0.8077,47,2127.45,0.6393,1
3,0.75,1,1,1,0,0,0,0.3758,0.8397,5,7901.19,0.6684,1
2,0.75,1,1,0,1,0,0,0.4016,0.8341,42,4522.99,0.5156,0
0,1.0,1,1,1,1,0,0,0.2026,0.3284,16,3617.65,0.9374,1
0,0.75,1,1,1,0,0,0,0.3416,0.4006,14,357.91,0.6018,1
2,0.75,1,1,1,0,0,0,0.2122,0.7912,35,774.72,0.5065,1
0,0.5,1,0,1,0,2,3,0.1571,0.7856,23,2056.1,0.4626,0
2,0.75,0,1,1,1,0,0,0.3448,0.8249,39,13209.04,0.5864,1
4,0.75,1,1,1,0,1,3,0.3671,0.7817,28,1524.78,0.5138,0
2,0.5,1,0,1,0,0,0,0.1973,0.7623,49,3579.65,0.4359,1
1,0.25,0,0,0,1,0,0,0.3832,0.7354,13,15854.74,0.2395,1
2,0.75,1,1,1,0,0,0,0.2309,0.5704,1,1172.96,0.7205,1
1,0.5,1,1,0,0,1,2,0.0836,0.5124,47,738.13,0.4926,0
1,1.0,1,1,1,1,0,0,0.2276,0.7377,21,2866.37,0.9537,1
4,0.75,1,0,1,1,0,0,0.1503,0.6522,46,2909.51,0.4881,1
1,0.75,0,1,1,1,0,0,0.29,0.5445,5,9023.58,0.5873,1
5,0.25,1,0,0,0,0,0,0.1564,0.5975,8,193.75,0.2341,1
4,0.75,1,1,0,1,1,1,0.2844,0.6709,11,1931.19,0.5836,1
0,0.75,1,0,1,1,0,0,0.2179,0.9517,41,1410.65,0.6454,1
0,0.5,1,0,1,0,1,3,0.2777,0.7304,38,3062.48,0.4311,1
0,0.5,1,0,1,0,1,3,0.1716,0.8681,4,132.81,0.3889,0
0,0.5,1,1,0,0,0,0,0.3309,0.7289,39,4445.42,0.4833,0
0,0.5,1,0,1,0,0,0,0.2251,0.6611,43,2422.49,0.4131,1
2,1.0,1,1,1,1,0,0,0.1196,0.6909,0,4321.95,0.8127,1
0,0.75,1,1,0,1,1,2,0.018,0.5994,9,2178.5,0.7493,0
0,0.5,1,1,0,0,1,1,0.286,0.6394,10,2349.87,0.4114,0
3,0.75,1,1,1,0,1,3,0.2232,0.8177,26,8006.65,0.5343,0
0,0.75,1,1,1,0,1,3,0.0347,0.6687,22,929.01,0.6222,1
3,0.75,1,0,1,1,0,0,0.2251,0.8115,19,958.36,0.7012,1
0,0.75,1,1,1,0,1,1,0.33,0.7699,4,2969.27,0.6914,1
0,0.75,1,0,1,1,0,0,0.0548,0.4357,12,3878.14,0.6945,1
2,0.5,1,0,1,0,1,0,0.138,0.7536,49,1633.08,0.4489,1
2,0.75,1,1,0,1,0,0,0.2958,0.7168,9,2665.33,0.5542,1
3,0.75,1,1,0,1,0,0,0.1126,0.8377,48,1005.05,0.7138,1
2,0.75,1,1,1,0,1,1,0.2679,0.9005,35,611.28,0.722,1
3,1.0,1,1,1,1,0,0,0.3065,0.742,40,1052.54,0.718,1
0,1.0,1,1,1,1,0,0,0.0177,0.856,49,8784.86,0.6957,1
0,0.5,1,0,1,0,0,0,0.1115,0.2616,15,5764.99,0.4957,1
2,0.5,1,0,0,1,0,0,0.3228,0.667,6,628.88,0.477,1
3,0.5,1,0,1,0,0,0,0.1567,0.8928,31,266.88,0.4813,1
5,0.5,1,0,0,1,0,0,0.0867,0.8339,24,442.36,0.4801,1
1,0.75,1,1,1,0,0,0,0.2766,0.7197,43,1315.68,0.6297,1
1,1.0,1,1,1,1,0,0,0.3836,0.9727,25,5937.68,0.8762,1
2,0.75,1,0,1,1,0,0,0.0491,0.3405,35,1456.9,0.6307,1
0,1.0,1,1,1,1,0,0,0.2787,0.4168,27,818.8,0.6679,1
4,0.75,1,1,0,1,0,0,0.2006,0.6493,43,1863.71,0.6832,1
3,0.75,1,0,1,1,0,0,0.2617,0.7416,11,563.58,0.6201,1
1,0.0,0,0,0,0,0,0,0.2049,0.626,25,2323.51,0.1,0
2,0.75,1,0,1,1,0,0,0.5465,0.7589,3,4039.73,0.6194,1
2,0.75,1,0,1,1,1,0,0.1807,0.4284,43,1710.73,0.6166,1
0,0.75,1,0,1,1,0,0,0.2298,0.5356,22,767.42,0.5326,1
4,0.75,0,1,1,1,0,0,0.2853,0.7661,39,2212.84,0.5607,1
1,0.5,1,0,0,1,0,0,0.1679,0.8137,23,5131.4,0.3528,1
3,1.0,1,1,1,1,1,0,0.3396,0.5859,30,378.9,0.7185,1
0,0.75,1,1,0,1,0,0,0.2189,0.6696,29,357.53,0.7429,1
4,0.75,1,1,1,0,0,0,0.1473,0.8548,2,1440.11,0.5277,1
1,0.5,1,1,0,0,0,0,0.0965,0.4567,15,1976.82,0.3721,1
0,0.25,1,0,0,0,0,0,0.4179,0.5791,33,953.82,0.2142,1
4,1.0,1,1,1,1,0,0,0.0844,0.9162,37,195.48,0.8636,1
0,0.75,1,1,1,0,1,2,0.3066,0.9247,27,967.64,0.5279,1
0,0.25,1,0,0,0,0,0,0.2868,0.8328,48,2100.55,0.232,0
5,0.5,1,0,0,1,0,0,0.0715,0.6981,43,389.66,0.4624,1
5,0.75,1,1,1,0,0,0,0.102,0.6688,40,4504.4,0.5498,1
2,0.75,0,1,1,1,0,0,0.1998,0.8982,47,2911.16,0.5633,1
2,0.5,1,1,0,0,0,0,0.4157,0.5781,6,2094.79,0.4891,1
1,0.75,1,1,1,0,0,0,0.5021,0.5366,7,2659.51,0.7042,1
0,1.0,1,1,1,1,0,0,0.028,0.665,6,3832.92,0.8942,1
0,0.5,0,0,1,1,1,0,0.1235,0.7457,36,18505.83,0.3394,1
2,0.75,0,1,1,1,1,0,0.0729,0.7441,6,5322.66,0.5973,1
2,0.5,1,0,1,0,0,0,0.2574,0.5778,49,2820.61,0.4229,1
2,0.75,1,0,1,1,1,3,0.1458,0.7225,17,5252.0,0.5367,0
2,0.5,0,1,1,0,1,3,0.2215,0.6599,47,2356.74,0.4034,0
0,0.5,1,1,0,0,0,0,0.0766,0.4263,38,1403.34,0.4302,0
1,0.5,1,1,0,0,0,0,0.1083,0.9159,20,1163.16,0.3823,1
0,0.75,1,1,1,0,0,0,0.0775,0.6541,33,1884.85,0.6925,1
1,0.5,1,1,0,0,2,3,0.5493,0.8653,48,108.0,0.4721,0
1,0.25,0,0,1,0,0,0,0.1005,0.8319,26,781.61,0.1908,0
4,0.75,1,0,1,1,0,0,0.1103,0.6765,7,573.5,0.7076,1
1,0.25,1,0,0,0,0,0,0.4428,0.7649,33,11396.12,0.1716,1
0,0.75,1,1,1,0,0,0,0.2573,0.6425,17,334.66,0.7074,1
0,0.75,1,1,1,0,0,0,0.288,0.752,40,2532.83,0.5276,1
2,1.0,1,1,1,1,0,0,0.1241,0.6151,11,8927.73,0.679,1
2,0.75,1,1,1,0,0,0,0.2697,0.6168,21,3373.45,0.656,1
0,1.0,1,1,1,1,2,3,0.142,0.6758,39,2493.05,0.8152,1
0,0.75,1,0,1,1,1,1,0.2685,0.7357,21,4855.29,0.7258,1
2,0.5,1,0,1,0,0,0,0.3328,0.6927,7,1625.96,0.3886,1
0,1.0,1,1,1,1,0,0,0.1517,0.4577,41,853.61,0.7505,1
3,0.5,1,1,0,0,2,0,0.4634,0.8227,27,6677.08,0.4126,0
2,0.75,1,1,0,1,1,1,0.3017,0.6238,49,303.86,0.6072,1
0,0.5,1,0,1,0,0,0,0.1821,0.6665,46,5872.16,0.3853,1
0,0.5,1,1,0,0,0,0,0.6361,0.8004,31,481.88,0.4464,0
5,0.5,1,1,0,0,0,0,0.0465,0.7258,10,3538.21,0.4579,1
1,0.75,1,0,1,1,0,0,0.0906,0.7972,20,2368.93,0.7114,1
1,0.5,1,1,0,0,0,0,0.3024,0.7562,25,22955.42,0.4952,1
3,0.75,1,1,1,0,0,0,0.2243,0.6498,13,1818.13,0.5575,1
4,1.0,1,1,1,1,0,0,0.0105,0.6579,14,11136.36,0.9006,1
5,0.75,1,0,1,1,0,0,0.1997,0.6911,13,1910.01,0.591,1
2,1.0,1,1,1,1,0,0,0.3272,0.6789,11,4106.67,0.887,1
1,0.25,0,1,0,0,0,0,0.1887,0.5709,35,3711.56,0.2041,1
0,1.0,1,1,1,1,0,0,0.4399,0.6505,2,416.47,0.9978,1
2,1.0,1,1,1,1,0,0,0.1161,0.7702,43,4860.36,0.9051,1
2,0.75,1,1,1,0,1,1,0.501,0.5627,6,919.13,0.7375,1
1,1.0,1,1,1,1,0,0,0.1583,0.8609,38,1821.1,0.9422,1
4,0.5,1,1,0,0,2,2,0.3289,0.903,45,5434.64,0.483,0
0,1.0,1,1,1,1,0,0,0.1339,0.5533,0,10208.07,0.935,1
1,0.25,1,0,0,0,0,0,0.6561,0.692,38,2971.87,0.2027,0
0,1.0,1,1,1,1,0,0,0.1236,0.6585,24,2664.41,0.7381,1
1,0.5,1,0,1,0,0,0,0.4133,0.6831,30,2560.65,0.3898,1
0,0.75,1,1,0,1,1,1,0.199,0.6318,21,6035.63,0.4928,0
0,0.5,1,1,0,0,0,0,0.6096,0.8354,9,17524.98,0.4167,0
0,0.75,1,1,0,1,0,0,0.0954,0.8484,17,3614.02,0.6201,1
2,1.0,1,1,1,1,0,0,0.314,0.7956,12,1765.36,0.8338,1
2,0.75,1,1,1,0,0,0,0.581,0.4995,7,963.63,0.7432,1
2,0.5,1,0,0,1,1,3,0.2188,0.8423,8,875.85,0.4845,0
5,1.0,1,1,1,1,1,3,0.2361,0.6377,14,6886.47,0.7066,1
1,0.5,1,1,0,0,0,0,0.173,0.9154,7,17156.62,0.3896,1
0,0.5,1,0,1,0,0,0,0.0112,0.5887,32,4290.54,0.3992,1
3,0.25,0,0,0,1,0,0,0.052,0.6502,34,11018.9,0.194,1
0,0.75,1,1,1,0,1,2,0.3559,0.8322,18,1607.72,0.6971,1
5,0.75,1,1,1,0,1,3,0.1487,0.4886,29,3557.21,0.6251,1
0,0.75,1,1,1,0,0,0,0.1072,0.7558,8,2608.78,0.6377,1
5,0.75,1,1,1,0,0,0,0.8053,0.8286,18,2402.35,0.7114,1
0,0.5,1,0,1,0,0,0,0.0739,0.5666,46,3602.41,0.466,0
4,0.75,1,1,1,0,1,3,0.1463,0.6007,45,1400.44,0.5222,1
1,1.0,1,1,1,1,1,1,0.0083,0.8839,25,3681.84,0.8999,1
5,1.0,1,1,1,1,0,0,0.0619,0.6287,0,4010.8,0.8024,1
0,0.75,1,1,1,0,1,3,0.2816,0.5142,2,6430.03,0.5648,1
2,0.75,1,1,0,1,0,0,0.1954,0.6223,33,4688.91,0.5006,1
5,1.0,1,1,1,1,2,0,0.2986,0.5384,24,1448.66,0.8205,1
1,0.75,1,1,0,1,0,0,0.4889,0.7757,29,2197.52,0.5808,1
2,0.5,1,0,1,0,0,0,0.1527,0.5556,0,548.92,0.369,1
2,0.75,1,1,1,0,0,0,0.0651,0.8432,17,1141.09,0.6699,1
1,1.0,1,1,1,1,0,0,0.2277,0.7554,32,2675.79,0.9193,1
2,0.75,1,1,0,1,1,2,0.2379,0.9045,8,471.72,0.5518,0
2,0.5,1,0,0,1,0,0,0.2714,0.4825,6,3058.83,0.3337,1
4,1.0,1,1,1,1,0,0,0.6843,0.5948,29,1831.64,0.9471,1
0,0.5,1,0,1,0,0,0,0.6393,0.7677,12,223.85,0.3267,1
0,1.0,1,1,1,1,0,0,0.1872,0.4518,16,2094.83,0.978,1
5,0.75,1,1,1,0,0,0,0.1432,0.9137,12,1255.31,0.6523,1
4,0.75,1,1,1,0,1,3,0.0991,0.5752,12,342.64,0.572,1
1,0.75,1,0,1,1,0,0,0.3826,0.6165,41,1315.37,0.5522,1
2,0.5,1,1,0,0,1,0,0.0969,0.651,37,1318.96,0.3266,1
0,1.0,1,1,1,1,0,0,0.3635,0.5474,36,1635.17,0.7324,1
0,0.75,1,1,0,1,0,0,0.2505,0.8482,9,1697.6,0.5237,0
1,0.75,1,1,1,0,0,0,0.1419,0.7825,13,2066.01,0.6482,1
1,0.75,1,1,0,1,0,0,0.2233,0.5882,42,437.63,0.5312,1
2,0.75,1,1,0,1,0,0,0.2016,0.6763,4,118.52,0.6263,1
0,0.5,1,0,0,1,1,2,0.1364,0.7642,35,4761.42,0.4283,0
5,0.25,1,0,0,0,0,0,0.1082,0.7868,34,1540.26,0.1886,1
5,0.75,1,1,1,0,0,0,0.3347,0.639,45,3428.19,0.4967,1
2,0.5,1,1,0,0,0,0,0.1609,0.3618,44,1383.71,0.3315,1
1,0.5,1,1,0,0,0,0,0.1352,0.6576,22,14614.31,0.3296,0
0,0.5,1,0,1,0,0,0,0.1389,0.9028,4,1426.35,0.4543,1
3,0.5,1,0,0,1,0,0,0.2301,0.6943,43,3351.44,0.3807,1
2,0.5,1,1,0,0,0,0,0.4051,0.6365,27,969.49,0.4644,1
0,0.5,0,0,1,1,1,1,0.1344,0.6342,22,2652.9,0.4006,1
4,0.75,1,1,1,0,1,3,0.2134,0.6238,41,3130.68,0.6064,1
3,0.75,1,0,1,1,0,0,0.4495,0.7421,33,806.65,0.6221,1
4,1.0,1,1,1,1,1,3,0.1903,0.7716,30,561.99,0.8996,1
2,0.75,1,1,1,0,0,0,0.1054,0.4081,6,12820.54,0.5593,1
2,0.0,0,0,0,0,0,0,0.1858,0.5678,6,7931.01,0.1,0
1,1.0,1,1,1,1,0,0,0.3109,0.509,3,3876.52,0.8446,1
4,0.75,1,0,1,1,1,3,0.1266,0.5531,43,7007.85,0.5733,1
3,1.0,1,1,1,1,0,0,0.1734,0.8747,31,451.54,0.8049,1
0,0.75,1,1,1,0,0,0,0.3851,0.8301,27,4674.59,0.6573,1
0,0.5,1,1,0,0,0,0,0.2899,0.7622,3,1277.11,0.4115,0
1,0.75,0,1,1,1,0,0,0.0181,0.6862,38,2814.0,0.6503,1
3,1.0,1,1,1,1,1,1,0.345,0.4314,44,5165.82,0.8405,1
5,0.75,1,0,1,1,1,2,0.108,0.5546,7,219.18,0.6817,1
0,0.5,1,0,0,1,0,0,0.1027,0.8277,13,4254.2,0.4485,1
2,0.75,1,1,0,1,0,0,0.2159,0.5696,29,2097.43,0.6277,1
1,0.5,1,1,0,0,2,0,0.2924,0.3754,2,2127.32,0.4438,1
5,0.75,1,1,1,0,0,0,0.6218,0.5801,1,8423.53,0.7168,1
3,0.5,1,1,0,0,0,0,0.0703,0.5198,9,6974.81,0.4006,1
3,0.75,1,1,0,1,1,0,0.2575,0.5915,5,307.39,0.5959,1
1,0.75,1,1,1,0,0,0,0.3435,0.5095,6,3471.06,0.6881,1
1,0.5,1,1,0,0,1,0,0.1853,0.5303,15,2103.5,0.4269,0
0,1.0,1,1,1,1,1,2,0.5097,0.6472,5,538.74,0.6749,1
0,0.5,0,1,0,1,0,0,0.5715,0.682,15,6764.54,0.4811,0
3,0.75,1,0,1,1,0,0,0.2709,0.7973,26,359.69,0.4956,1
3,0.75,1,0,1,1,0,0,0.0535,0.6621,11,214.18,0.684,1
5,0.5,1,0,1,0,0,0,0.0514,0.7048,21,870.15,0.4578,1
5,0.75,1,0,1,1,0,0,0.251,0.9043,14,1365.3,0.7377,1
2,0.5,0,1,0,1,0,0,0.2488,0.7921,21,319.84,0.3345,1
2,0.75,1,1,0,1,0,0,0.4505,0.6752,34,3688.55,0.6442,1
4,0.5,1,1,0,0,0,0,0.2347,0.7853,47,2111.6,0.3999,1
3,0.75,1,1,1,0,1,1,0.1849,0.6884,49,1959.72,0.5743,1
0,1.0,1,1,1,1,0,0,0.2548,0.7277,14,649.68,0.6816,0
1,0.75,1,0,1,1,0,0,0.1868,0.64,22,2115.57,0.6352,1
0,0.75,1,0,1,1,0,0,0.1353,0.5188,37,1830.99,0.6132,1
5,0.5,1,0,0,1,2,0,0.5729,0.7104,48,1793.75,0.3433,0
2,1.0,1,1,1,1,2,0,0.2737,0.9423,1,963.19,0.8644,1
0,0.75,1,0,1,1,0,0,0.0592,0.8448,1,447.2,0.6812,1
2,0.5,1,0,0,1,0,0,0.2044,0.5294,48,1157.22,0.4593,1
2,0.5,0,1,1,0,0,0,0.4033,0.4825,18,3951.49,0.4834,1
1,0.75,1,1,0,1,0,0,0.2714,0.4855,4,365.02,0.595,1
0,0.5,0,0,1,1,0,0,0.119,0.5151,3,1786.27,0.4918,1
2,0.75,1,1,1,0,0,0,0.5723,0.5385,27,2628.12,0.7147,1
1,0.5,1,1,0,0,0,0,0.3171,0.75,17,11653.32,0.3769,1
2,0.5,0,1,1,0,0,0,0.0833,0.4777,39,6598.72,0.3529,1
1,0.75,1,1,0,1,0,0,0.0579,0.3083,40,8794.93,0.6018,1
3,0.25,0,0,1,0,0,0,0.1129,0.5727,49,6101.82,0.1977,0
2,0.75,1,0,1,1,1,2,0.015,0.6608,30,3213.04,0.6386,1
2,0.5,1,1,0,0,0,0,0.514,0.7093,21,7001.12,0.4271,1
3,0.5,0,1,1,0,0,0,0.1862,0.8636,10,3015.42,0.4562,1
1,1.0,1,1,1,1,0,0,0.0679,0.884,47,1649.71,0.8285,1
0,0.5,1,1,0,0,0,0,0.1939,0.5435,15,1730.16,0.3433,0
0,0.75,1,1,0,1,1,0,0.0411,0.6454,3,3017.15,0.7128,0
2,0.75,0,1,1,1,0,0,0.4038,0.4895,20,5902.25,0.5688,1
2,1.0,1,1,1,1,1,2,0.3059,0.3022,40,602.14,0.99,1
2,0.5,1,1,0,0,0,0,0.3411,0.7308,44,240.2,0.3456,0
0,0.5,1,0,0,1,0,0,0.2102,0.5529,24,5555.08,0.4927,0
0,0.5,0,1,0,1,0,0,0.2688,0.5997,19,3750.38,0.3409,0
0,0.5,0,0,1,1,0,0,0.1659,0.6719,7,6127.37,0.3654,1
1,0.5,1,0,0,1,0,0,0.3022,0.6009,42,13254.03,0.3332,1
2,0.75,1,1,0,1,0,0,0.3347,0.819,8,1113.4,0.6726,1
1,0.75,1,0,1,1,1,0,0.2316,0.4676,17,856.12,0.7107,1
1,0.75,1,0,1,1,1,2,0.4774,0.4583,30,1559.5,0.6014,1
4,0.5,1,0,1,0,0,0,0.3931,0.4142,34,7461.99,0.4875,1
0,0.75,1,1,1,0,0,0,0.074,0.7891,29,149.22,0.6425,1
1,0.75,1,1,1,0,0,0,0.0791,0.8254,17,137.06,0.6529,1
2,0.5,1,1,0,0,0,0,0.0521,0.7939,18,955.22,0.4729,0
1,0.25,1,0,0,0,0,0,0.1175,0.5216,40,1750.15,0.1885,1
2,0.75,1,1,1,0,1,0,0.2808,0.4026,23,1360.11,0.5805,1
3,0.75,1,1,0,1,0,0,0.6352,0.5244,49,6198.75,0.7253,1
4,0.75,1,1,1,0,1,0,0.2337,0.6213,21,4196.01,0.724,1
0,1.0,1,1,1,1,0,0,0.2608,0.3119,47,6466.96,0.9918,1
4,0.25,1,0,0,0,1,1,0.3161,0.621,13,1794.42,0.2414,0
1,0.5,1,1,0,0,0,0,0.2798,0.8523,18,3270.55,0.3473,1
0,0.75,1,1,1,0,0,0,0.1099,0.4169,28,2635.91,0.7037,1
1,0.75,1,1,1,0,0,0,0.1515,0.9486,21,2353.43,0.5951,1
5,1.0,1,1,1,1,0,0,0.3193,0.7602,29,1289.38,0.9968,1
1,1.0,1,1,1,1,0,0,0.1667,0.6968,14,4423.17,0.8153,1
0,0.5,1,1,0,0,2,2,0.1687,0.8108,20,2698.4,0.4219,0
2,1.0,1,1,1,1,0,0,0.1539,0.832,25,386.52,0.8354,0
0,1.0,1,1,1,1,1,2,0.3072,0.7843,35,101.83,0.7626,1
0,0.75,0,1,1,1,0,0,0.0702,0.8472,11,171.85,0.5072,1
0,0.5,1,0,0,1,0,0,0.1584,0.4774,6,376.46,0.4817,0
0,0.75,1,1,0,1,1,0,0.59,0.4519,10,1722.43,0.6982,0
0,1.0,1,1,1,1,1,3,0.3383,0.637,38,1376.81,0.6988,1
0,1.0,1,1,1,1,0,0,0.0892,0.4802,19,696.27,0.9219,1
2,0.25,1,0,0,0,0,0,0.2311,0.8243,34,2635.87,0.2173,1
0,0.75,1,1,1,0,0,0,0.0929,0.6199,3,12394.18,0.5949,1
0,1.0,1,1,1,1,2,2,0.6222,0.7185,1,713.14,0.7389,0
4,1.0,1,1,1,1,2,3,0.0703,0.786,19,1109.65,0.9509,1
1,0.75,1,1,0,1,0,0,0.0878,0.8418,46,2270.31,0.6713,1
2,0.75,1,1,0,1,0,0,0.2905,0.7339,19,3683.96,0.6313,1
0,0.25,1,0,0,0,0,0,0.1235,0.6768,11,3309.21,0.2158,0
0,1.0,1,1,1,1,0,0,0.4442,0.6954,16,2677.65,0.6819,1
0,0.75,1,0,1,1,0,0,0.2644,0.8639,17,4778.18,0.6119,1
0,0.5,1,0,1,0,0,0,0.4426,0.7449,39,6646.57,0.3589,1
0,0.75,0,1,1,1,1,1,0.0655,0.2771,23,24163.19,0.5422,1
0,0.75,1,1,0,1,0,0,0.0497,0.8121,7,2292.55,0.6611,1
0,0.75,1,1,1,0,0,0,0.2412,0.4824,36,18613.88,0.7267,1
0,0.75,0,1,1,1,0,0,0.3382,0.8865,40,4689.15,0.5935,1
1,0.5,1,1,0,0,0,0,0.0361,0.6602,29,3848.58,0.3614,1
0,0.5,0,1,0,1,0,0,0.3211,0.6532,19,3672.7,0.4385,1
1,0.5,1,0,1,0,0,0,0.3084,0.6692,22,8556.87,0.4775,1
1,1.0,1,1,1,1,0,0,0.3136,0.8348,36,10443.37,0.9119,1
2,0.5,0,1,0,1,0,0,0.1154,0.7362,9,788.15,0.477,1
0,0.75,1,1,1,0,0,0,0.4645,0.7363,32,2480.28,0.6283,1
2,0.5,0,0,1,1,0,0,0.0463,0.9833,23,10032.55,0.4566,1
2,0.75,1,1,0,1,2,3,0.248,0.8095,35,1785.07,0.5243,0
0,0.25,1,0,0,0,0,0,0.292,0.4886,15,1026.96,0.193,0
3,0.25,1,0,0,0,0,0,0.0868,0.7449,49,479.09,0.1966,1
4,0.75,0,1,1,1,0,0,0.0342,0.7055,27,3282.76,0.6217,0
0,0.75,1,1,0,1,0,0,0.4928,0.6632,11,4317.09,0.7314,0
0,0.5,1,1,0,0,0,0,0.2673,0.8232,19,861.58,0.478,0
3,0.75,1,1,1,0,1,2,0.3247,0.7613,46,4019.12,0.5228,1
2,0.75,1,1,1,0,1,0,0.202,0.4047,17,8145.74,0.5329,1
0,0.75,1,1,0,1,0,0,0.2585,0.4433,36,1077.05,0.5814,1
0,0.75,1,1,1,0,0,0,0.2021,0.4505,25,555.38,0.5638,1
1,0.75,1,0,1,1,0,0,0.3666,0.7711,45,6415.34,0.6489,1
1,1.0,1,1,1,1,0,0,0.199,0.7743,6,8787.94,0.966,1
2,0.75,1,1,1,0,0,0,0.086,0.7928,42,946.63,0.7401,1
1,0.75,1,1,0,1,0,0,0.0804,0.5883,46,4572.68,0.6591,1
1,0.5,0,1,1,0,0,0,0.4568,0.8381,20,3228.45,0.4717,1
2,1.0,1,1,1,1,0,0,0.0471,0.535,42,1056.83,0.8338,1
0,0.75,1,1,1,0,1,0,0.3189,0.4168,31,6173.65,0.5422,0
0,1.0,1,1,1,1,0,0,0.1302,0.6299,6,2324.96,0.8336,1
2,0.75,1,0,1,1,0,0,0.0186,0.6605,22,4317.8,0.6332,1
4,0.5,1,1,0,0,1,1,0.3398,0.7194,19,1355.48,0.4549,0
1,0.5,0,1,1,0,0,0,0.3165,0.7062,19,6020.72,0.3635,1
1,0.75,1,1,1,0,0,0,0.1894,0.5633,31,1174.2,0.5842,1
0,0.5,1,0,1,0,0,0,0.1345,0.7077,25,1688.28,0.3887,1
1,0.75,1,1,0,1,0,0,0.4942,0.75,35,1838.48,0.7394,1
1,1.0,1,1,1,1,2,3,0.2272,0.7006,23,909.23,0.8054,1
0,1.0,1,1,1,1,0,0,0.1626,0.5593,0,7360.43,0.9143,1
0,0.75,1,1,0,1,0,0,0.0526,0.6074,27,521.61,0.6846,1
1,1.0,1,1,1,1,0,0,0.0744,0.8431,25,2998.41,0.7429,1
0,1.0,1,1,1,1,1,1,0.3514,0.3412,33,5989.87,0.8502,1
0,0.5,0,1,1,0,0,0,0.1679,0.7072,25,3143.8,0.4815,1
0,0.75,1,1,1,0,0,0,0.4019,0.5971,35,1485.5,0.6122,1
0,0.5,1,0,1,0,1,1,0.3005,0.4277,4,5421.07,0.4904,1
0,0.5,0,1,0,1,0,0,0.0906,0.5526,1,2520.26,0.3625,0
4,0.75,1,1,1,0,0,0,0.0907,0.6687,31,722.81,0.507,1
2,0.75,1,1,1,0,0,0,0.4354,0.8659,33,1433.71,0.7215,1
2,0.5,1,0,1,0,1,0,0.0669,0.7732,49,3237.19,0.4733,1
2,1.0,1,1,1,1,0,0,0.0555,0.5323,29,3863.26,0.9974,1
1,0.5,1,0,1,0,0,0,0.0479,0.7479,23,2880.28,0.4439,1
0,0.25,1,0,0,0,1,2,0.1037,0.8503,27,1211.14,0.2445,0
1,0.75,1,1,1,0,0,0,0.3194,0.8929,45,3252.78,0.7046,1
2,0.5,1,1,0,0,0,0,0.1285,0.7266,2,1514.5,0.4728,1
2,0.5,0,1,0,1,0,0,0.1773,0.5323,49,991.77,0.4246,1
1,0.5,1,1,0,0,1,2,0.0273,0.9103,9,10285.28,0.3919,1
0,0.5,1,0,1,0,0,0,0.4289,0.8434,5,1423.53,0.4885,1
0,0.75,1,1,0,1,0,0,0.3581,0.6105,33,1531.16,0.6009,1
1,0.5,1,1,0,0,1,1,0.1712,0.6647,30,8048.0,0.4193,1
2,0.25,1,0,0,0,0,0,0.1528,0.7265,42,638.86,0.2015,1
2,0.75,1,1,0,1,0,0,0.1932,0.906,49,3174.75,0.6358,1
1,0.75,1,1,1,0,0,0,0.2058,0.7814,45,5458.98,0.611,1
5,0.75,1,1,1,0,0,0,0.1963,0.3333,12,1219.11,0.5001,1
2,0.5,1,1,0,0,1,0,0.2612,0.7393,38,6604.47,0.4794,1
0,1.0,1,1,1,1,0,0,0.1877,0.6348,19,5238.53,0.8055,1
0,1.0,1,1,1,1,0,0,0.0749,0.8569,31,2430.0,0.8561,1
