transaction_amount,customer_avg_amount,amount_deviation_ratio,dispute_amount,customer_dispute_count,merchant_dispute_rate,days_since_payment,dispute_velocity_24h,dispute_velocity_7d,is_duplicate_flag,transaction_hour,transaction_day_of_week,reason_code_encoded,merchant_high_risk_flag,customer_account_age_days,ip_billing_mismatch,is_fraud
3171.95,1890.59,1.6778,2958.97,0,0.0314,26,0,1,0,3,0,5,0,486,1,0
278.11,219.02,1.2698,261.22,0,0.0741,13,0,0,0,12,3,0,0,110,0,0
2343.12,4124.23,0.5681,2298.1,0,0.0758,38,0,1,0,5,5,2,0,643,0,0
2888.03,2494.93,1.1576,2704.78,1,0.0276,22,0,0,0,6,4,0,0,703,1,0
1331.71,1431.4,0.9304,1200.97,1,0.0042,85,0,0,0,21,0,0,0,93,0,0
3277.71,2210.94,1.4825,3180.86,0,0.0961,29,0,0,0,19,4,2,0,718,0,0
258.41,324.33,0.7968,240.59,0,0.1595,45,0,1,0,2,3,1,0,541,0,0
283.22,224.58,1.2611,244.11,0,0.0405,46,0,0,1,3,6,1,0,699,0,1
6202.73,4278.58,1.4497,5798.79,1,0.0316,39,1,1,0,20,0,3,0,507,1,0
1713.05,1924.1,0.8903,1689.41,1,0.0596,69,0,0,0,19,3,3,0,177,0,0
625.61,255.07,2.4527,568.96,1,0.0566,78,1,1,0,2,5,4,0,439,0,0
2735.29,1123.46,2.4347,2446.58,1,0.0523,82,1,2,0,0,2,2,0,668,0,0
5293.77,3741.09,1.415,4613.63,0,0.0292,68,0,1,0,18,1,1,0,711,0,0
1000.91,451.82,2.2153,873.51,0,0.0102,39,0,0,0,20,6,1,0,511,0,0
3563.27,1964.2,1.8141,3260.09,1,0.0596,20,1,2,0,12,2,2,0,109,0,0
462.24,404.18,1.1436,434.21,0,0.0733,77,0,3,1,13,4,1,0,72,1,1
335.73,511.52,0.6563,289.43,1,0.0261,68,0,0,0,21,3,0,0,489,0,0
2802.68,3365.65,0.8327,2777.27,0,0.0078,35,0,1,0,15,0,0,1,281,0,0
2872.69,3210.91,0.8947,2767.18,0,0.0101,8,0,0,0,3,6,1,0,214,0,0
3700.88,3000.99,1.2332,3471.4,0,0.0183,52,0,1,0,16,3,0,0,457,0,0
4682.36,7980.87,0.5867,4561.86,2,0.0354,40,0,0,0,9,4,0,0,587,0,1
13182.45,12600.06,1.0462,11363.64,1,0.0309,36,0,1,0,6,0,2,0,418,0,0
2692.02,1405.05,1.916,2480.77,0,0.0636,6,1,1,1,12,6,0,0,510,0,0
1515.07,1914.89,0.7912,1431.0,0,0.009,86,0,0,0,12,2,2,0,662,0,0
5699.79,3188.31,1.7877,5553.29,0,0.0381,70,0,0,0,21,3,2,0,323,0,0
1255.48,1108.98,1.1321,1214.7,0,0.0266,73,0,0,0,13,1,0,0,178,0,0
2172.94,2412.78,0.9006,1937.31,2,0.0611,16,0,0,0,5,6,0,0,688,0,0
435.97,707.98,0.6158,432.1,0,0.0163,46,0,0,0,15,5,0,0,104,0,0
239.87,261.69,0.9166,208.36,2,0.0231,59,0,2,0,8,5,1,1,119,0,0
11655.83,16121.9,0.723,11437.52,0,0.0134,38,0,0,0,19,4,2,0,712,0,0
6477.19,11593.8,0.5587,6448.96,1,0.093,18,0,0,0,15,4,1,0,582,0,1
4317.25,2521.64,1.7121,3784.38,0,0.0026,12,0,1,0,20,3,1,0,57,0,0
1990.51,1561.8,1.2745,1907.53,0,0.007,54,0,1,0,20,2,1,0,409,0,0
816.07,777.23,1.05,698.59,0,0.0138,47,0,1,1,11,2,2,1,578,0,0
745.42,738.38,1.0095,678.94,0,0.0141,1,0,1,0,15,1,0,1,58,0,0
1158.02,1129.57,1.0252,1074.0,0,0.0172,15,0,0,0,4,1,2,1,117,0,1
2938.77,4909.67,0.5986,2753.91,0,0.0216,80,0,2,0,23,3,2,0,425,0,0
4538.47,6352.25,0.7145,4494.86,1,0.048,21,0,0,0,10,0,0,0,21,0,0
3927.87,4914.03,0.7993,3734.77,0,0.0056,1,0,0,1,0,2,1,0,79,0,0
1299.44,1082.59,1.2003,1198.33,0,0.0181,67,0,0,0,9,6,0,0,559,0,0
10993.36,17076.06,0.6438,10679.51,1,0.0285,12,1,1,0,10,6,1,0,683,0,0
4836.56,8401.51,0.5757,4800.67,0,0.0346,28,0,2,0,14,6,0,0,596,0,0
2978.81,4616.2,0.6453,2541.85,0,0.0035,39,1,3,0,2,0,0,0,108,0,0
3461.11,1392.03,2.4864,3452.04,2,0.0542,37,0,1,0,23,0,1,0,271,0,0
2054.13,2651.8,0.7746,1772.55,0,0.0277,60,0,0,0,14,3,2,0,688,0,0
1146.31,540.59,2.1205,1114.39,1,0.0154,31,0,0,0,10,1,4,0,476,0,0
1690.05,1285.54,1.3147,1507.61,0,0.0201,58,0,0,1,8,0,2,0,70,0,1
5113.64,2471.6,2.069,4447.98,0,0.0106,11,0,0,0,1,3,1,0,387,0,0
200.74,249.98,0.803,183.87,0,0.0042,29,1,2,0,11,1,5,0,166,0,0
581.83,792.0,0.7346,550.76,0,0.0398,89,0,0,0,19,0,0,0,58,1,0
314.83,176.39,1.7849,285.6,0,0.0071,13,0,1,0,15,0,0,0,451,0,1
295.54,277.03,1.0668,253.63,1,0.0184,51,0,1,0,23,6,1,1,245,0,0
6919.71,7187.72,0.9627,6503.97,0,0.0521,54,0,1,0,15,1,1,0,45,0,0
4406.84,4039.64,1.0909,4342.33,1,0.0005,19,1,2,0,20,5,1,0,684,0,0
2399.75,1366.5,1.7561,2177.73,0,0.0094,58,0,1,0,0,1,2,0,383,0,0
510.35,503.47,1.0137,450.36,0,0.0219,36,0,1,0,15,4,0,0,578,0,1
2517.81,3654.98,0.6889,2307.29,2,0.0121,28,1,2,0,5,6,1,0,701,0,0
2395.08,1196.13,2.0024,2053.19,1,0.0101,68,0,2,0,13,4,1,0,71,0,0
815.68,417.83,1.9522,793.72,2,0.0204,3,0,0,0,10,3,3,0,548,0,0
2141.15,1919.93,1.1152,2085.38,0,0.0363,89,1,2,0,0,3,4,0,239,0,0
1929.18,3315.13,0.5819,1809.96,0,0.0584,41,1,1,0,19,2,2,0,580,0,1
3498.53,4674.04,0.7485,3159.05,0,0.0181,35,0,0,0,16,4,0,0,108,0,0
3678.4,4966.35,0.7407,3567.93,0,0.0251,76,0,1,0,22,1,2,1,208,0,1
312.27,283.13,1.1029,291.41,0,0.0088,84,0,0,0,18,4,0,0,722,0,0
1792.84,2207.21,0.8123,1746.03,0,0.015,81,0,1,0,1,5,5,0,302,0,0
3590.94,1487.31,2.4144,3392.43,0,0.0587,76,0,0,0,13,6,3,0,430,0,0
2598.04,3352.86,0.7749,2514.02,0,0.0347,50,1,3,0,7,3,1,0,348,0,0
6944.72,11657.42,0.5957,6526.54,0,0.0195,74,0,0,0,22,5,2,1,107,0,0
3912.41,4920.26,0.7952,3568.59,0,0.0348,82,1,2,0,21,3,1,0,528,0,0
772.49,1253.89,0.6161,767.62,1,0.0197,30,0,3,0,5,5,0,1,406,1,0
406.14,574.1,0.7074,378.18,0,0.0016,72,0,0,0,8,3,2,1,256,0,1
3749.38,2132.58,1.7581,3527.28,1,0.0119,77,0,1,0,4,1,1,0,301,0,0
244.04,405.94,0.6012,215.51,0,0.0359,70,1,2,0,4,5,4,0,145,0,0
3234.72,1594.79,2.0283,3053.08,0,0.0137,54,0,0,0,17,6,0,0,676,0,0
10010.39,11487.47,0.8714,9367.13,0,0.0485,71,0,0,0,21,0,3,1,524,0,1
3148.74,1886.07,1.6695,2763.73,1,0.0249,85,0,1,0,13,3,2,1,562,0,1
1869.55,778.46,2.4016,1605.83,0,0.0369,51,0,2,0,11,4,3,0,360,0,1
3757.9,3723.51,1.0092,3534.88,0,0.0443,28,0,0,0,11,0,0,0,524,0,0
2295.35,1866.25,1.2299,2213.99,0,0.0243,64,0,0,0,21,4,1,0,484,0,0
2910.85,3144.88,0.9256,2702.75,1,0.1092,85,0,2,0,5,3,3,0,190,0,0
10083.45,12181.61,0.8278,8913.93,0,0.0168,21,0,0,0,3,1,2,0,296,0,0
1857.75,856.86,2.1681,1764.82,0,0.053,88,0,2,0,14,6,1,0,93,0,1
11521.82,6592.84,1.7476,9931.99,0,0.0387,27,0,1,0,22,6,1,0,130,0,1
8401.52,9931.43,0.846,7698.1,0,0.0149,27,0,0,0,14,0,5,0,484,0,0
912.64,803.52,1.1358,798.11,1,0.0253,77,0,1,0,16,0,2,0,409,0,0
401.59,570.6,0.7038,352.46,2,0.0375,50,0,0,0,2,3,2,0,341,0,0
521.79,685.22,0.7615,459.35,0,0.0123,29,2,4,0,9,6,3,0,214,0,1
214.36,339.51,0.6314,194.64,1,0.0339,39,0,1,0,20,6,1,0,330,0,0
497.22,680.94,0.7302,426.45,1,0.0514,57,0,2,0,21,5,5,0,175,0,0
4171.06,4179.0,0.9981,3794.28,0,0.0602,37,0,0,0,7,3,2,0,444,0,0
408.47,548.23,0.7451,378.55,1,0.0307,64,1,1,0,8,3,0,1,201,0,0
1494.55,1174.02,1.273,1378.71,1,0.0179,48,0,0,0,23,6,0,0,617,0,0
6672.34,5530.29,1.2065,6054.6,0,0.0275,22,1,2,0,2,2,1,0,98,0,0
232.41,349.68,0.6646,226.8,0,0.0201,30,0,0,0,0,1,2,0,103,0,0
6045.86,6196.93,0.9756,5270.77,1,0.023,28,0,1,0,10,5,2,0,553,0,0
1308.79,1986.39,0.6589,1211.75,0,0.018,23,0,1,0,12,1,3,0,151,0,0
590.13,915.52,0.6446,507.1,1,0.0216,4,0,1,0,11,6,4,0,268,0,0
4326.04,6924.2,0.6248,3723.31,1,0.0578,3,0,1,0,20,3,0,0,352,0,0
3619.9,6093.34,0.5941,3388.52,1,0.0036,61,1,1,0,6,2,2,0,467,1,0
7497.96,7523.3,0.9966,7009.86,2,0.0159,4,0,0,0,1,6,2,0,278,0,1
4799.03,4061.96,1.1815,4711.23,0,0.1125,65,0,0,0,0,3,0,0,568,0,0
5844.49,7101.51,0.823,5456.89,0,0.0087,12,0,0,0,19,3,1,0,16,0,0
1309.67,1204.43,1.0874,1301.77,0,0.0757,13,1,2,0,2,1,0,1,456,0,0
833.67,1035.0,0.8055,714.71,1,0.0339,34,1,2,0,3,6,0,0,179,0,0
5010.65,6953.88,0.7206,4332.71,0,0.0173,59,0,0,0,16,2,0,0,134,0,0
5904.73,8052.68,0.7333,5058.05,0,0.0443,73,1,2,0,17,1,2,0,258,0,1
16449.52,15205.51,1.0818,14439.25,2,0.0184,31,0,3,0,16,3,2,0,62,0,0
2012.28,1274.99,1.5783,1873.82,0,0.0119,71,0,1,0,18,4,2,0,482,0,0
1778.35,1783.22,0.9973,1683.81,0,0.0441,13,1,3,0,3,0,2,0,477,0,0
5392.84,3233.72,1.6677,4620.79,0,0.0035,54,1,2,0,16,6,0,0,635,0,1
1608.57,2647.92,0.6075,1595.53,0,0.0067,2,0,0,0,21,5,0,1,42,0,0
9495.48,8396.17,1.1309,9270.67,0,0.0453,33,0,1,0,1,3,0,0,373,0,0
6991.94,4308.74,1.6227,6254.23,0,0.0115,50,0,0,0,9,5,1,0,373,0,0
2111.24,919.71,2.2955,1819.0,0,0.0723,7,0,1,0,11,2,4,0,299,0,0
5014.25,6539.34,0.7668,4389.89,0,0.0227,18,0,0,0,12,6,2,0,52,0,0
5066.22,6543.85,0.7742,4402.76,0,0.0177,51,0,3,0,10,4,0,0,379,0,0
530.93,465.54,1.1405,461.11,0,0.0535,8,0,0,0,20,5,0,0,312,0,0
8299.56,4153.07,1.9984,7700.2,1,0.0298,55,1,1,0,7,6,2,1,579,1,1
2612.98,2543.68,1.0272,2317.39,0,0.1571,76,0,0,0,19,5,2,0,59,0,0
6279.66,5247.94,1.1966,5675.06,0,0.0169,43,0,2,0,4,2,2,0,304,0,1
1500.07,2022.05,0.7419,1497.71,2,0.0043,59,0,0,0,1,3,0,0,35,0,0
8055.77,10054.33,0.8012,7674.31,0,0.0967,30,0,2,0,11,3,1,0,648,1,0
1875.46,1707.48,1.0984,1861.11,0,0.0158,59,0,1,0,1,0,1,0,588,1,0
188.14,132.65,1.4183,163.94,0,0.0057,9,1,2,0,5,2,3,0,493,0,0
8402.68,14984.08,0.5608,7623.93,0,0.0385,68,0,1,0,21,4,0,0,491,0,0
485.04,502.31,0.9656,452.64,0,0.0201,39,0,0,0,18,0,0,0,221,0,0
1496.29,2040.32,0.7334,1289.07,1,0.0221,81,0,0,0,11,6,2,0,597,0,1
10639.4,6349.32,1.6757,9050.17,0,0.047,11,0,4,0,12,2,0,1,123,0,1
10677.82,11530.18,0.9261,10149.96,0,0.0232,2,0,0,0,16,3,2,0,707,0,1
3131.99,1373.54,2.2802,2963.72,0,0.0775,23,0,1,0,11,0,0,0,102,0,0
3647.31,4039.9,0.9028,3324.95,0,0.0362,63,0,0,0,2,3,0,0,515,0,0
2232.55,3906.12,0.5716,2061.64,0,0.0093,22,0,0,0,23,1,3,0,313,0,0
1364.58,1279.83,1.0662,1244.93,1,0.0443,61,0,0,0,7,1,0,1,506,0,0
1544.7,702.21,2.1998,1318.56,1,0.0265,26,0,1,0,15,0,0,0,494,0,0
4057.13,1798.68,2.2556,3652.66,0,0.0978,12,0,0,0,3,0,0,0,660,0,1
5035.43,4749.32,1.0602,4413.87,0,0.0136,32,1,2,0,23,2,4,0,199,0,0
5638.68,3518.73,1.6025,4876.13,0,0.0076,9,0,1,0,12,6,2,0,633,0,0
5605.91,2425.64,2.3111,5569.52,2,0.0137,69,1,1,0,7,4,5,0,681,0,0
484.73,707.08,0.6855,455.6,0,0.0159,71,1,2,0,0,4,3,0,513,0,0
2537.17,2643.56,0.9598,2433.9,0,0.0285,33,0,0,0,2,1,2,0,330,0,1
357.49,287.76,1.2423,320.78,0,0.0423,24,1,2,0,0,1,1,0,621,1,0
2941.11,4882.59,0.6024,2673.39,0,0.0026,89,0,0,0,14,1,3,1,327,0,0
2188.94,1231.49,1.7775,1938.39,0,0.012,69,1,1,0,17,3,1,0,10,0,0
7803.17,13564.14,0.5753,6746.19,0,0.0284,38,0,0,0,19,4,3,0,127,1,0
1662.67,1395.9,1.1911,1457.92,1,0.0091,11,0,1,0,2,0,2,0,669,0,1
585.77,962.87,0.6084,567.98,0,0.034,32,0,0,0,14,1,2,0,231,0,0
690.08,858.54,0.8038,656.7,0,0.0107,64,0,0,0,21,5,0,0,15,1,0
5167.01,8047.05,0.6421,4815.86,1,0.0109,72,0,0,0,4,2,2,0,487,0,0
3520.17,6257.52,0.5626,3243.0,0,0.0067,20,1,1,0,20,6,1,0,442,1,0
523.13,420.47,1.2442,517.04,0,0.0081,34,0,0,1,9,0,1,0,558,0,0
457.49,798.59,0.5729,393.86,0,0.044,42,0,0,0,6,6,5,0,274,0,0
4375.23,4135.79,1.0579,3903.1,1,0.0344,8,0,1,0,22,0,1,0,618,0,0
414.41,389.43,1.0641,374.0,0,0.0191,66,0,1,0,7,0,0,0,3,0,0
6188.15,5424.17,1.1408,5986.19,0,0.0413,21,0,0,0,2,4,2,0,326,0,0
4437.5,5138.49,0.8636,4432.52,0,0.1331,79,0,1,0,17,1,2,0,253,0,0
446.97,275.25,1.6239,396.06,1,0.0188,70,0,0,1,16,2,4,0,534,0,0
460.29,540.93,0.8509,451.61,0,0.0892,5,0,1,1,15,6,2,1,55,1,1
15254.1,17670.15,0.8633,14866.55,0,0.0453,67,0,0,0,21,3,0,0,448,0,0
1790.93,2626.69,0.6818,1582.64,0,0.0249,43,0,0,0,12,2,0,0,297,0,0
1770.69,2774.87,0.6381,1611.15,1,0.0335,16,0,0,0,3,2,0,0,622,0,0
6014.51,6114.46,0.9837,5481.93,1,0.1349,73,1,2,0,2,5,0,0,373,0,0
10447.58,8601.14,1.2147,10413.45,0,0.0052,35,0,1,0,10,2,2,0,469,0,0
15090.71,11515.25,1.3105,13236.57,0,0.0644,83,2,2,1,1,3,0,0,136,1,1
5049.65,3395.76,1.487,4897.52,0,0.0235,43,0,0,0,17,2,0,0,246,0,0
1802.07,866.27,2.0803,1622.1,1,0.0162,39,0,0,1,3,5,2,0,70,0,1
455.18,400.3,1.1371,436.8,0,0.0078,10,0,0,0,16,2,1,0,481,0,0
5404.35,4206.46,1.2848,4934.18,0,0.0198,74,0,1,0,5,6,0,0,530,0,0
3010.76,5277.82,0.5705,2820.34,1,0.003,20,1,2,1,9,1,2,0,490,0,0
2082.12,2458.55,0.8469,2029.84,0,0.0593,1,0,2,0,10,5,0,0,503,0,1
8438.83,7478.39,1.1284,8190.94,0,0.0124,6,0,1,0,4,1,2,0,698,0,1
562.58,682.22,0.8246,551.31,0,0.0595,53,1,2,0,17,1,2,0,117,0,0
2524.77,1501.92,1.681,2168.63,1,0.0339,46,0,0,0,9,0,4,0,257,0,0
189.97,194.08,0.9788,181.19,1,0.0231,66,1,1,0,8,5,0,0,607,1,1
2363.24,3017.21,0.7833,2058.38,0,0.0205,38,0,0,0,15,2,0,0,428,0,0
352.83,382.63,0.9221,321.91,1,0.0232,33,0,1,0,9,6,2,0,115,0,1
592.72,570.49,1.039,552.59,0,0.006,67,2,2,0,9,6,0,0,494,0,0
587.59,1052.6,0.5582,534.95,0,0.0519,77,0,4,0,3,6,1,0,62,0,1
3816.49,6230.19,0.6126,3541.48,0,0.0198,35,0,0,0,20,4,0,0,497,0,0
4947.09,6296.5,0.7857,4944.51,0,0.0511,79,0,0,0,23,4,2,0,636,0,0
3214.44,3848.1,0.8353,2797.47,0,0.0243,45,0,1,0,13,4,4,0,80,0,0
11611.52,14734.14,0.7881,11046.25,1,0.0025,22,0,0,0,7,6,5,0,659,0,0
1794.29,1223.41,1.4666,1631.73,0,0.0634,68,0,0,0,0,3,3,1,485,0,0
1327.64,1265.5,1.0491,1154.98,0,0.0124,17,0,0,0,15,6,0,0,22,0,0
7253.26,3302.0,2.1966,6337.97,1,0.0466,5,0,0,0,16,1,2,0,595,0,0
1035.79,1103.91,0.9383,1027.91,0,0.033,85,1,2,0,9,1,1,0,324,0,0
11710.05,13586.4,0.8619,11498.57,1,0.0128,57,0,1,0,5,6,4,0,517,0,0
192.8,138.59,1.3912,190.11,0,0.0945,88,0,1,0,6,1,4,0,261,0,1
12408.84,21711.01,0.5715,12393.08,2,0.0143,40,1,3,0,17,5,5,0,129,0,0
304.42,509.37,0.5976,268.27,1,0.0197,30,1,2,1,1,3,3,0,626,0,0
7912.02,11163.86,0.7087,7147.05,1,0.0359,42,0,0,0,20,2,1,0,284,0,0
2775.5,3182.78,0.872,2637.79,0,0.0111,7,0,0,0,8,0,2,0,47,0,0
17498.9,28312.46,0.6181,16143.97,0,0.0218,71,1,2,0,4,6,5,0,188,0,1
418.31,243.84,1.7155,381.82,0,0.008,88,0,0,1,7,6,2,0,19,0,1
2974.88,4482.29,0.6637,2688.31,0,0.0887,19,1,2,0,23,5,3,0,599,0,0
12342.51,7093.85,1.7399,11590.45,0,0.0387,41,1,2,0,4,1,4,0,654,0,0
2741.55,4144.94,0.6614,2567.02,0,0.0279,34,0,0,0,23,2,2,0,8,0,1
3624.2,2848.89,1.2721,3168.34,0,0.0102,22,0,2,1,14,4,0,0,37,0,0
4314.65,7023.93,0.6143,3972.76,0,0.0511,52,0,0,0,7,6,0,0,598,0,0
2271.45,3910.66,0.5808,2119.31,0,0.0066,6,0,2,0,4,0,0,0,72,0,1
3606.86,2194.1,1.6439,3374.37,0,0.0109,74,0,0,0,4,4,1,0,381,0,0
3222.39,3376.25,0.9544,2840.59,1,0.011,25,0,2,1,19,6,1,0,266,0,0
8249.81,14630.07,0.5639,7930.88,1,0.0015,66,0,1,0,16,2,2,0,67,0,0
312.79,336.8,0.9287,267.05,1,0.0066,10,0,1,0,8,2,1,0,653,0,0
1304.45,2098.82,0.6215,1178.21,0,0.0236,74,0,0,0,1,4,5,0,64,0,0
10663.99,13055.11,0.8168,10312.42,0,0.0608,26,0,0,0,0,5,0,0,30,0,0
7883.87,7296.22,1.0805,7368.14,1,0.005,5,0,0,0,21,0,3,0,557,0,0
2278.61,1823.11,1.2498,2026.08,0,0.0476,86,1,1,0,20,4,0,0,646,0,0
3537.77,2421.65,1.4609,3375.89,0,0.0486,68,0,1,0,10,4,2,0,16,0,1
1287.06,1887.5,0.6819,1203.54,1,0.0609,71,0,1,0,14,5,2,0,278,1,1
879.41,827.66,1.0625,852.53,0,0.0437,50,0,1,0,0,4,2,0,277,0,0
2330.71,2600.57,0.8962,2238.07,0,0.0246,17,1,1,0,6,0,1,0,221,0,1
1675.84,1825.42,0.9181,1577.83,0,0.0254,11,2,2,0,22,3,0,0,193,1,0
3216.85,3886.57,0.8277,2969.88,0,0.0269,53,0,1,0,18,0,1,0,670,0,0
433.23,698.28,0.6204,376.9,0,0.0305,50,0,1,0,23,5,0,0,24,0,0
12977.36,23009.31,0.564,11539.47,1,0.0526,8,0,0,0,14,4,1,0,141,0,1
15143.53,14698.58,1.0303,13824.0,1,0.0053,62,0,1,0,5,1,1,0,26,0,0
4342.52,6767.93,0.6416,4081.51,0,0.0176,89,0,1,0,19,1,2,0,98,0,0
2838.27,4173.22,0.6801,2631.24,0,0.0337,85,0,0,0,9,2,3,0,276,0,0
1446.33,1739.85,0.8313,1291.9,0,0.0359,76,0,0,0,11,3,4,0,573,0,0
6033.18,10488.48,0.5752,5134.05,0,0.012,29,0,2,0,12,6,1,0,243,0,0
4190.15,2852.09,1.4692,3873.53,1,0.0159,44,0,0,1,14,6,0,0,433,1,1
771.16,426.43,1.8084,688.53,1,0.0371,45,0,0,0,18,5,2,0,9,0,1
8614.05,13744.12,0.6267,8271.14,0,0.0303,29,0,1,0,16,2,1,0,272,0,0
6201.48,6293.32,0.9854,5293.53,1,0.0307,88,0,1,0,12,6,1,0,32,0,0
10621.08,16842.45,0.6306,9959.64,0,0.0167,59,0,1,0,1,2,2,0,605,0,1
4677.61,7719.58,0.6059,4636.55,1,0.0196,15,0,2,0,17,1,2,0,479,1,1
3476.41,1694.54,2.0515,3045.9,0,0.0019,70,0,1,0,10,0,4,0,128,0,0
2045.96,3348.93,0.6109,1883.81,1,0.0165,44,0,0,0,4,2,5,0,17,0,0
9596.56,9861.87,0.9731,8288.68,0,0.0041,36,0,0,0,3,2,4,0,553,0,0
7186.37,8009.97,0.8972,6782.87,0,0.0519,84,1,5,0,1,6,3,1,473,0,1
311.96,398.44,0.783,290.93,2,0.0173,57,0,0,0,15,3,4,1,301,0,0
243.52,413.24,0.5893,221.87,0,0.0365,64,1,1,0,6,6,0,0,42,0,0
1803.22,769.55,2.3432,1673.76,1,0.0191,76,0,0,0,7,1,3,0,52,0,0
5972.77,6376.41,0.9367,5880.11,0,0.0286,38,1,1,0,7,0,0,0,188,0,0
15424.96,21021.3,0.7338,13565.39,1,0.0057,17,0,0,0,1,3,2,0,151,0,0
720.53,1017.24,0.7083,614.89,1,0.0162,27,0,3,0,14,0,0,0,244,0,0
3306.03,4527.76,0.7302,3237.43,0,0.0533,17,2,3,0,4,6,1,0,491,0,0
1828.16,1075.34,1.7001,1712.2,0,0.0457,63,0,0,0,18,0,0,0,127,0,0
12412.98,10168.14,1.2208,12209.39,0,0.0674,11,3,4,1,9,2,1,0,717,0,1
6610.7,5964.19,1.1084,6211.03,0,0.0639,64,0,1,0,8,3,1,0,409,0,0
6527.67,9962.61,0.6552,6341.79,1,0.0281,39,0,0,0,21,2,0,0,612,1,0
2363.45,1867.75,1.2654,2161.26,1,0.0171,2,0,0,0,19,4,3,1,344,1,0
2025.42,1407.64,1.4389,1949.42,0,0.0167,66,0,1,0,7,0,3,0,591,0,0
1267.86,2206.62,0.5746,1251.32,0,0.0212,54,0,1,0,4,3,2,0,695,0,0
353.09,145.62,2.4247,330.43,0,0.0434,29,1,2,0,18,1,3,0,98,1,0
7151.49,12850.86,0.5565,6272.7,0,0.0583,45,0,0,0,12,2,2,0,68,0,0
6016.41,8107.41,0.7421,5356.53,2,0.0485,88,0,2,0,13,4,4,0,28,0,0
28753.56,44851.44,0.6411,25297.29,0,0.0243,88,0,0,0,7,5,2,0,29,0,0
20082.06,16316.01,1.2308,17813.36,1,0.0323,80,0,0,0,15,4,2,0,634,0,0
2987.28,1254.78,2.3807,2676.49,0,0.0252,31,0,0,0,21,4,3,0,212,0,0
5278.49,7564.17,0.6978,4926.26,0,0.0309,49,1,2,0,4,2,0,0,688,0,0
10286.6,16127.36,0.6378,9650.88,1,0.0155,9,0,2,1,0,1,0,0,617,0,0
6781.7,9743.04,0.6961,6198.3,0,0.0359,27,0,0,0,18,6,2,0,480,0,0
1144.53,686.71,1.6667,1078.51,1,0.0125,56,0,1,0,22,3,0,0,72,0,0
2245.89,3267.32,0.6874,1936.49,0,0.0205,78,0,0,0,18,0,1,1,491,1,1
634.04,936.15,0.6773,547.28,0,0.0459,45,0,0,0,16,1,0,0,110,0,0
10930.78,14450.02,0.7565,9572.9,1,0.0428,89,0,0,0,23,2,3,0,113,0,0
3411.47,5023.6,0.6791,3164.86,2,0.0128,43,0,1,0,22,5,5,0,397,0,0
1058.61,1677.15,0.6312,933.8,1,0.0562,22,0,0,0,20,3,0,0,232,0,0
4048.4,5097.12,0.7943,3613.17,0,0.0014,33,1,2,0,9,0,0,0,43,0,0
3519.35,1844.3,1.9082,3202.77,0,0.0274,27,0,0,0,4,5,0,0,265,0,0
1701.97,1842.69,0.9236,1653.94,0,0.0268,40,0,2,0,21,3,2,0,46,1,0
571.89,290.93,1.9657,487.3,0,0.0655,26,0,0,0,6,0,1,0,570,0,0
4047.04,3927.9,1.0303,3834.19,0,0.0066,83,0,1,0,15,6,1,0,225,0,0
2721.14,2639.37,1.031,2585.99,0,0.0199,45,0,0,0,2,0,0,0,652,0,0
5329.32,2624.23,2.0308,5168.37,1,0.0088,45,0,0,0,11,4,1,1,101,0,0
2720.08,2416.38,1.1257,2692.64,1,0.0139,26,0,0,1,13,5,0,0,281,0,1
6841.2,3799.58,1.8005,5835.69,0,0.0348,70,2,3,0,19,5,2,0,238,0,0
2959.64,4532.78,0.6529,2583.97,0,0.0236,67,0,1,0,0,2,0,0,601,0,0
3030.9,5233.65,0.5791,2979.15,0,0.0467,6,0,2,0,6,1,2,0,246,0,1
7474.66,3746.62,1.995,6867.55,0,0.1177,28,0,0,0,17,6,1,0,691,1,0
1958.27,3401.83,0.5757,1830.37,3,0.0489,67,0,0,0,22,4,0,0,99,0,0
653.61,739.63,0.8837,620.57,1,0.0264,13,2,2,0,21,4,0,0,727,0,0
252.22,206.67,1.2204,240.08,0,0.0043,63,1,1,1,3,3,2,0,200,0,1
5074.7,2575.95,1.97,5022.74,1,0.0111,13,0,0,0,15,5,2,0,256,0,0
3539.4,3896.43,0.9084,3537.78,0,0.0254,77,0,2,0,10,0,3,0,437,0,0
4411.83,6672.11,0.6612,4226.64,0,0.0122,1,0,0,0,17,0,0,0,494,0,1
988.19,1373.51,0.7195,882.54,0,0.0417,40,1,2,0,22,6,0,0,436,0,0
663.14,311.89,2.1262,651.18,1,0.0278,37,0,0,0,15,3,0,0,707,0,0
201.28,101.06,1.9917,172.57,1,0.0202,31,2,3,1,6,5,0,0,24,0,0
1660.91,1601.15,1.0373,1469.34,0,0.0272,17,0,1,0,20,2,0,0,363,0,0
3269.89,2659.75,1.2294,3219.56,0,0.0282,9,0,0,0,2,0,0,0,270,0,0
1892.94,1373.02,1.3787,1681.74,0,0.0562,64,1,1,0,4,4,1,0,228,0,1
2163.62,1716.63,1.2604,1910.69,0,0.0212,57,0,1,1,17,4,2,0,128,0,0
8357.72,12744.49,0.6558,7277.22,1,0.0206,13,0,1,0,16,5,2,0,543,0,0
1648.36,2803.73,0.5879,1613.52,2,0.0375,37,0,0,1,0,0,1,0,58,0,0
2675.34,2587.44,1.034,2474.71,0,0.0168,14,1,2,0,15,0,1,0,325,0,0
